head,subV,linker,form
ser,arrojar,aunque,6
arrojar,apuntar,como,2
dejar,ser,aunque,6
saber,ser,que,3
ser,saber,pues,7
saber,estar,que,2
saber,perder,que,2
interpretar,propiciar,por_si,6
puntualizar,creer,que,2
puntualizar,buscar,que,3
solicitar,adjudicar,aunque,6
oponer,perder,porque,6
perder,aumentar,si,6
señalar,ser,0,7
señalar,aparecer,0,7
considerar,poner_en_marcha,que,3
rechazar,conducir,que,3
suponer,formar,que,3
contar,ser,pues,7
recordar,iniciar,que,3
acercar,acariciar,aunque,6
ir,prometer,tal_y_como,2
decir,hacer,que,7
hacer,ir,que,2
decir,ser,que,7
pedir,actuar,que,3
actuar,esperar,pues,7
decir,hacer,que,7
recordar,ser,que,2
recordar,hablar,que,2
señalar,ser,que,7
señalar,mencionar,aunque,6
entrar,negociar,cuando,6
anunciar,estar,que,3
decir,ordenar,que,7
destacar,ser,ya_que,7
enfrentar,ser,si,6
prometer,haber,que,3
decir,ingresar,que,2
reconocer,equivocar,que,2
sustituir,dimitir,si,6
sustituir,contemplar,tal_y_como,2
afirmar,ir,que,7
ser,ocurrir,0,7
creer,ser,que,2
ser,ser,0,7
ser,ser,0,7
apostillar,ser,0,7
apostillar,creer,0,7
creer,tener,que,2
afirmar,ser,que,7
ser,insistir,por_eso,7
servir,estar,si,6
servir,estar,por_eso,7
pensar,saltar,que,3
añadir,haber,que,2
considerar,encontrar,que,2
decir,tratar,si,6
decir,estar,que,7
explicar,ser,0,7
explicar,estar,0,7
pronosticar,obtener,que,2
querer,ser,0,7
querer,estar,0,7
estar,demostrar,porque,6
vaticinar,estar,que,2
estar,creer,porque,6
creer,estar,que,2
sentenciar,creer,0,7
sentenciar,preparar,que,2
preparar,hacer,por_eso,7
creer,optar,que,2
afirmar,pensar,que,7
retirar,indicar,cuando,6
manifestar,renunciar,que,7
realizar,ser,aunque,6
añadir,tener,que,2
tener,enfrentar,porque,6
impedir,percatar,que,3
creer,ver,que,3
pedir,trasladar,que,3
asegurar,impulsar,que,2
agregar,suponer,que,2
suponer,tener,que,2
ser,sufrir,cuando,6
manifestar,querer,que,7
añadir,ser,que,2
afirmar,prometer,que,7
ser,perder,cuando,6
ser,enfadar,cuando,6
parecer,ganar,pues,7
decir,ser,que,7
explotar,llegar,cuando,6
ser,dar,porque,6
decir,dedicar,que,7
establecer,estar,que,3
decir,ser,que,7
agradecer,presidir,porque,6
hacer,cuajar,que,3
agregar,promulgar,que,2
declarar,entender,0,7
declarar,asignar,0,7
añadir,responder,que,3
asegurar,dar_lugar,que,3
ser,estar,porque,6
añadir,satisfacer,que,2
quedar,ser,si,6
realizar,exigir,0,7
realizar,conseguir,0,7
considerar,asegurar,mientras,3
considerar,ser,que,3
asegurar,estar,que,2
anunciar,formar,que,3
tener,ser,como,2
utilizar,estar,cuando,6
afirmar,ser,que,7
reclamar,cumplir,que,3
denunciar,estar,que,2
denunciar,estar,que,2
decir,llevar_a_cabo,que,7
protagonizar,correr,ya_que,7
correr,ser,aunque,6
tener,ganar,pues,7
encontrar,emplear,aunque,6
encontrar,completar,0,6
romper,ser,cuando,6
enviar,ser,cuando,6
enviar,ocurrir,como,2
seguir,estar,aunque,6
ser,perder,si,6
vivir,morir,que,3
sumar,gritar,mientras,3
gritar,vivir,que,3
entonar,escuchar,mientras,3
escuchar,quitar,0,7
escuchar,quitar,si,6
escuchar,tocar,0,7
pedir,saber,porque,6
esperar,decidir,pues,7
sentar,revisar,porque,3
enviar,ser,ya_que,7
reiterar,proteger,que,3
anunciar,pedir,que,2
pedir,elaborar,que,3
decir,pensar,0,7
decir,decidir,0,7
decir,viajar,0,7
señalar,seguir,0,3
señalar,mantener,0,3
señalar,seguir,0,3
señalar,oponer,0,3
señalar,permanecer,0,3
decir,asignar,0,2
afirmar,demostrar,que,7
demostrar,ser,que,2
ser,ser,ya_que,7
asegurar,sustituir,que,3
asegurar,optar,aunque,6
asegurar,adaptar,que,2
manifestar,disponer,mientras,3
saber,tomar,que,2
creer,comprender,que,2
comprender,ser,que,2
ser,subir,cuando,6
ser,actuar,que,3
bloquear,correr,aunque,6
ser,haber,porque,6
ser,comprar,0,6
confirmar,agotar,que,2
confirmar,mostrar,que,2
tener,aprender,si,6
poner,hablar,ya_que,7
cambiar,pronunciar,0,7
saber,ser,aunque,6
contar,dar,aunque,6
ser,cuestionar,aunque,2
ser,ser,como,3
desvelar,estar,que,2
ser,ganar,si,6
alegrar,seguir,porque,6
creer,necesitar,que,2
creer,ser,que,3
asegurar,ser,0,7
asegurar,hacer,0,7
hacer,ser,aunque,6
ser,ser,como,2
aclarar,dar,0,7
aclarar,ser,porque,6
aclarar,creer,0,7
creer,ser,aunque,6
creer,tener,que,2
agregar,pedir,que,2
anunciar,pretender,que,2
intentar,contar,que,2
apelar,devolver,porque,6
estrenar,ser,aunque,6
reconocer,demostrar,que,2
demostrar,quedar,que,2
afirmar,trabajar,que,7
destacar,ir,que,2
subrayar,luchar,0,3
agregar,demostrar,que,2
demostrar,cumplir,que,2
señalar,ser,que,7
denunciar,ser,porque,6
asegurar,formar_parte,que,2
ser,ser,0,7
ser,querer,0,7
querer,mantener,que,3
considerar,corresponder,que,2
corresponder,ser,porque,6
asegurar,querer,que,2
considerar,querer,que,2
considerar,temer,que,2
temer,percatar,ya_que,7
considerar,ser,que,3
considerar,hacer,que,3
afirmar,abrir,que,7
abrir,demostrar,si,6
demostrar,tener,que,2
señalar,ser,que,7
ser,conseguir,si,6
ser,estar,ya_que,7
ser,ser,0,7
asegurar,buscar,que,2
decir,respetar,que,7
considerar,ser,que,2
declarar,decir,0,7
declarar,existir,que,7
declarar,estar,0,7
recordar,olvidar,que,3
olvidar,gobernar,que,2
iniciar,ser,ya_que,7
asegurar,preferir,que,2
preferir,continuar,que,3
preferir,costar,aunque,6
cambiar,hacer,si,6
fastidiar,ser,porque,6
afirmar,ser,que,7
asegurar,estar,que,2
esperar,estar,ya_que,7
esperar,haber,0,7
encontrar,jugar,ya_que,7
tener,valer,que,2
valer,querer,si,6
comentar,estar,mientras_que,3
estar,ganar,si,6
estar,estar,0,7
estar,hacer,si,6
estar,luchar,0,7
añadir,ser,0,7
añadir,jugar,aunque,6
añadir,ser,0,7
jugar,saber,porque,6
saber,ganar,que,3
ganar,querer,si,6
creer,ser,que,3
destacar,recibir,ya_que,3
señalar,tener,0,7
señalar,conseguir,si,6
señalar,ser,0,7
señalar,estar,0,7
creer,tener,que,2
concluir,ver,que,3
negociar,instalar,que,3
detallar,reunir,que,2
servir,ser,aunque,6
tener_en_cuenta,instalar,que,2
señalar,preparar,que,7
manifestar,estar,que,7
anunciar,impulsar,que,3
señalar,impulsar,que,7
señalar,esperar,que,7
anunciar,incumplir,que,3
esperar,transcurrir,que,3
querer,ser,que,3
advertir,dar,que,7
dar,acatar,si,6
lamentar,dar,que,3
acompañar,ser,pues,7
ser,significar,porque,6
quedar,conseguir,si,6
lanzar_las_campanas_al_vuelo,esperar,pues,7
calificar,olvidar,aunque,6
olvidar,ser,que,2
publicar,decir,aunque,6
decir,ser,que,7
subrayar,conceder,0,3
reunir,iniciar,aun_cuando,7
estar,ser,puesto_que,7
pasar,continuar,0,7
pasar,sonar,0,7
dar_crédito,correr,mientras,3
creer,votar,que,2
reconocer,escuchar,que,2
reconocer,ir,que,2
querer,ir,que,2
ser,ofrecer,si,6
ser,comentar,0,7
manifestar,sostener,mientras,3
manifestar,ser,que,7
asegurar,estar,que,2
asegurar,ver,cuando,6
pasear,augurar,cuando,6
augurar,ser,que,2
decir,estar,que,7
asegurar,luchar,que,3
admitir,reconocer,que,7
decir,haber,que,7
manifestar,gustar,que,7
gustar,entrar,porque,6
decir,enterrar,que,3
explicar,limitar,que,2
explicar,dar_parte,que,2
precisar,ocurrir,que,2
asegurar,recibir,que,2
observar,sufrir,que,2
manifestar,sufrir,que,7
manifestar,ser,que,2
asegurar,tener,que,2
reclamar,reconstruir,que,3
entender,ser,que,3
denunciar,aprovechar,que,2
criticar,decidir,que,3
decidir,estar,cuando,6
destacar,producir,que,2
producir,realizar,cuando,6
considerar,ser,que,2
contribuir,atraer,aunque,6
indicar,obedecer,que,7
asegurar,haber,que,2
haber,ser,ya_que,7
haber,ser,0,7
insistir,controlar,ya_que,7
ser,ver,ya_que,7
apostar,ser,que,2
destacar,estar,que,2
tener,hacer,siempre_que,6
señalar,presentar,que,7
considerar,recibir,que,2
resaltar,crecer,puesto_que,7
indicar,haber,que,7
tener,caer,0,7
tener,subir,0,7
acortar,bajar,0,7
acortar,reducir,0,7
sentir,significar,porque,6
significar,despreciar,que,3
informar,oír,0,7
informar,ser,que,3
informar,jurar,0,7
jurar,estar,que,2
estar,preparar,que,2
estar,dar,que,3
decir,pasar,0,7
decir,conquistar,porque,6
decir,ser,0,7
ser,combatir,como,2
ser,conquistar,0,2
declarar,decidir,0,7
declarar,querer,0,7
querer,retirar,que,3
figurar,poner_fin,aunque,6
decidir,saber,pues,7
saber,decidir,que,2
ser,sobrepasar,cuando,6
continuar,alcanzar,aunque,7
continuar,seguir,pues,7
asumir,parecer,aunque,6
subrayar,basar,que,2
decir,ser,0,7
decir,decir,0,7
decir,dejar,que,7
dejar,oponer,si,6
sostener,reducir,que,7
indicar,tener,0,7
indicar,explicar,0,7
explicar,ser,que,2
dejar,cambiar,que,2
añadir,querer,que,2
anunciar,estar,que,2
estar,parecer,porque,6
estar,ser,0,6
indicar,haber,que,7
recordar,encargar,que,2
recordar,dedicar,que,2
añadir,criticar,que,2
criticar,buscar,pues,7
decidir,asistir,porque,6
decir,ver,que,7
considerar,poner,que,2
añadir,constituir,que,2
representar,duplicar,que,2
criticar,ser,que,3
causar,funcionar,que,3
declarar,afectar,que,7
declarar,sufrir,que,2
intentar,ser,0,7
intentar,reanudar,0,7
declarar,obligar,que,2
declarar,esperar,0,3
determinar,ser,que,2
adelantar,autorizar,que,3
autorizar,avalar,si,6
calcular,durar,que,3
estar,tener,puesto_que,7
tener,competir,que,3
comentar,encontrar,que,2
destacar,acabar,0,7
destacar,tener,0,7
necesitar,notar,0,7
necesitar,afrontar,cuando,6
necesitar,responder,0,7
señalar,encontrar,0,7
señalar,ser,porque,6
señalar,dar,0,7
señalar,confiar,0,7
considerar,ser,que,2
ser,renunciar,aunque,6
afirmar,tener,que,7
asegurar,mentir,que,2
señalar,decidir,que,7
desear,tener,que,2
sentir,tratar,que,2
reiterar,conocer,que,2
decir,violar,que,7
recordar,negar,que,2
comenzar,empezar,cuando,7
preguntar,aceptar,si,6
preguntar,infringir,si,6
contestar,estar,que,7
considerar,ser,que,2
propiciar,arrojar,que,3
ser,pegar,ya_que,7
exigir,decretar,si_bien,6
exigir,realizar,que,3
exigir,declarar,0,6
realizar,ser,aún_cuando,7
decir,emitir,que,7
anunciar,votar,que,3
implicar,pasar,que,3
sentir,utilizar,que,2
señalar,corresponder,que,7
agregar,corresponder,que,2
informar,recoger,que,3
representar,considerar,0,2
asegurar,estar,que,2
indicar,servir,que,7
indicar,pedir,que,3
pedir,querer,si,6
decir,tener_en_cuenta,que,3
tener_en_cuenta,abrir,ya_que,7
tener_en_cuenta,generar,0,7
diseñar,asegurar,ya_que,7
asegurar,haber,que,2
asegurar,haber,que,2
decir,reconocer,aunque,6
decir,canalizar,que,3
reconocer,resolver,que,2
defender,decir,ya_que,7
decir,aprender,que,7
prohibir,permitir,aunque,6
anunciar,disponer,que,3
aclarar,utilizar,que,2
utilizar,emplear,cuando,6
decir,hacer,que,7
decir,convertir,que,7
añadir,revertir,que,3
añadir,jugar,que,2
garantizar,justificar,porque,6
recordar,ser,que,2
recalcar,tener,que,7
confirmar,ser,que,2
confirmar,hacer,que,2
desconocer,calcular,aunque,6
decir,jugar,que,7
sostener,aportar,como,7
sostener,dar,0,7
dar,tocar,si,6
ir,integrar,cuando,6
ser,levantar,ya_que,7
ser,consolidar,0,7
comentar,tener,que,2
advertir,jugar,que,7
advertir,cambiar,0,3
cambiar,ser,si,6
reconocer,causar,que,2
señalar,ser,que,7
encontrar,llegar,cuando,6
explicar,conversar,que,2
explicar,estar,como,2
subrayar,estar,0,7
subrayar,saber,0,7
manifestar,quedar,que,7
quedar,ir,porque,6
destacar,tener,que,3
tener,renovar,si,6
cambiar,ser,ya_que,7
resaltar,conectar,que,2
decir,tener,que,7
apuntar,tener,que,2
apuntar,estar,ya_que,7
decir,ser,que,7
ser,acabar,mientras,3
apuntar,ir,que,2
buscar,tener,como,2
señalar,ser,que,7
ser,tomar,ya_que,7
ganar,quedar,si,6
quedar,yacer,pues,7
señalar,tratar,que,7
catalogar,ser,porque,6
catalogar,correr,0,6
señalar,tener,0,7
señalar,ser,0,7
señalar,ver,0,7
ver,coger,si,6
ver,parecer,porque,6
asegurar,producir,que,2
apuntar,gustar,que,2
mostrar,señalar,aunque,6
señalar,fijar,que,3
explicar,quedar,como_para,2
ver,estar,cuando,6
ser,tener,porque,6
decir,ser,que,7
ser,haber,porque,6
ser,afrontar,0,6
asegurar,fortalecer,que,3
señalar,afrontar,que,7
decir,proponer,que,7
afirmar,impulsar,que,7
ordenar,ser,porque,6
anunciar,dar,que,3
decir,ser,que,7
decir,asumir,que,2
encabezar,afianzar,mientras,3
revelar,figurar,que,7
saber,depositar,0,3
exigir,ser,que,2
declarar,tener,que,7
motivar,arrebatar,que,3
decir,beneficiar,0,7
decir,estar,0,7
estar,ser,porque,6
minimizar,disponer,porque,6
haber,romper,porque,6
asegurar,colaborar,que,3
detallar,ser,que,2
añadir,venir,que,2
venir,colaborar,porque,6
recordar,ser,que,2
concluir,existir,0,7
concluir,estar,0,7
destacar,mantener,que,2
destacar,subir,que,2
destacar,pinchar,que,2
pinchar,obtener,porque,6
significar,perder,que,2
propiciar,ganar,que,3
afirmar,mantener,que,7
concluir,ir,0,7
concluir,defender,0,7
concluir,estar,0,7
apenar,merecer,aunque,6
explicar,querer,que,2
decir,recuperar,0,3
recuperar,estar,0,7
recuperar,ganar,si,6
recordar,haber,que,2
haber,llegar,cuando,6
haber,ocurrir,como,2
desvelar,hablar,que,2
tener,llegar,si,6
estar,tener,0,7
estar,dar,que,2
reconocer,ser,0,7
reconocer,ser,0,7
solicitar,ser,aunque,6
ser,disponer,que,3
comprometer,coincidir,si,6
permitir,hacer,que,3
afirmar,ser,0,7
afirmar,depender,0,7
afirmar,pasar,0,7
afirmar,creer,0,7
pasar,meter,si,6
creer,tener,que,3
impresionar,llegar,cuando,6
afirmar,ser,0,7
afirmar,comprobar,0,7
afirmar,ser,0,7
comprobar,bajar,que,2
bajar,jugar,cuando,6
perder,dar,aunque,6
perder,ser,si,6
perder,llegar,pues,7
ser,difundir,como,2
ser,obtener,0,2
predicar,dejar,aunque,6
ser,ser,como,2
ser,observar,cuando,6
ser,quitar,si,6
comprender,ser,que,2
usar,ser,cuando,6
usar,dar,0,6
vivir,tener,como,2
vivir,ser,0,2
creer,iniciar,que,3
iniciar,ser,porque,6
tener,ser,puesto_que,7
escribir,ser,que,2
sentir,oprimir,que,2
votar,ser,como,2
tener,morir,si,6
sospechar,morir,que,2
morir,llegar,aunque,6
afirmar,pretender,que,7
creer,ser,que,2
ganar,luchar,porque,3
desaparecer,quedar,aunque,6
jugar,quedar,aunque,6
convertir,ser,porque,6
querer,decir,porque,6
decir,ser,que,7
saber,cometer,que,2
ocupar,solucionar,cuando,6
explicar,repercutir,que,3
establecer,definir,tan_pronto_como,3
declarar,aceptar,que,7
aceptar,conducir,si,6
afirmar,tomar,que,7
adelantar,acometer,si,6
expresar,bajar,que,7
señalar,ser,que,7
decir,ser,0,7
decir,creer,0,7
creer,quedar,que,3
decir,tomar,que,2
decir,estar,que,2
asegurar,presentar,que,2
decir,ser,que,7
pronosticar,entrar,que,2
decir,ver,que,7
ver,descender,como,2
explicar,tratar,que,2
avanzar,actuar,que,3
revelar,deber,que,7
ser,ser,que,2
destacar,llegar,que,2
decir,correr,que,7
jugar,enterrar,0,7
jugar,continuar,0,7
ser,suponer,tal_y_como,2
contrastar,radicar,0,7
apoderar,entrar,cuando,6
sorprender,quedar,cuando,7
lograr,funcionar,que,3
demostrar,funcionar,que,2
indicar,llegar,que,7
creer,causar,que,3
considerar,encontrar,que,2
justificar,encontrar,ya_que,7
saber,facilitar,que,2
reclamar,elaborar,que,3
afirmar,interesar,que,7
olvidar,celebrar,si,6
olvidar,lanzar,mientras,3
decir,dedicar,0,7
decir,vivir,0,7
vivir,bañar,mientras,3
estrenar,levantar,cuando,6
dedicar,hacer,porque,6
ser,rebotear,0,7
elogiar,recuperar,cuando,6
explicar,ser,que,2
lamentar,fallar,0,7
lamentar,salir,0,7
sufrir,encaminar,aunque,6
sufrir,ver,0,7
sufrir,ser,0,7
sufrir,quedar,0,7
presuponer,ser,que,2
catalogar,contratar,que,3
ser,ser,porque,6
afirmar,saber,que,7
asegurar,pensar,0,7
asegurar,ser,que,2
asegurar,ser,0,7
asegurar,aceptar,que,3
aceptar,equivocar,que,2
aceptar,acertar,que,2
reclamar,presentar,que,3
destacar,cambiar,que,3
destacar,ser,que,3
recordar,fijar,que,3
enjugar,hacer,como,2
decir,hacer,que,7
estar,perder,porque,6
pasar,prosperar,si,6
anunciar,cargar,que,2
decidir,adecentar,porque,6
anunciar,abandonar,que,3
abandonar,consumar,si,6
partir,querer,0,7
reiterar,ser,que,2
dirigir,ser,si,6
dirigir,estar,porque,6
afirmar,estar,que,7
admitir,hacer_frente,que,7
creer,estar,que,2
ser,tener,porque,6
ofrecer,suceder,como,2
temer,creer,aunque,6
creer,ganar,que,2
afirmar,ser,que,7
afirmar,haber,0,7
afirmar,ser,0,7
afirmar,estar,0,7
creer,existir,que,2
anunciar,recurrir,que,3
recurrir,desarrollar,ya_que,7
intentar,existir,aunque,6
decir,despedir,que,7
admitir,recibir,que,7
ser,confirmar,0,7
ser,desmentir,0,7
ser,ser,0,7
admitir,mantener,que,7
sentir,poner,0,7
sentir,comprar,0,7
sentir,vivir,0,7
sentir,sentir,0,7
añadir,influir,que,3
señalar,creer,0,7
señalar,equivocar,que,2
señalar,ser,0,7
desmentir,tener,que,3
señalar,explicar,que,3
indicar,ser,0,7
indicar,creer,0,7
creer,cumplir,que,2
cumplir,fichar,cuando,6
indicar,ser,que,7
costar,ser,0,7
costar,ser,0,7
ser,creer,como,2
creer,hacer,que,2
indicar,gustar,0,7
indicar,ser,0,7
reiterar,aceptar,que,3
llegar,haber,si,6
volver,creer,porque,6
volver,pasar,0,7
volver,encontrar,0,7
volver,sortear,que,3
volver,llegar,0,7
creer,tener,que,2
estar,disputar,mientras,3
explicar,proteger,que,2
explicar,parar,que,2
quejar,empezar,0,7
quejar,concluir,0,7
obstaculizar,protestar,0,7
comentar,complicar,que,2
asegurar,ser,que,2
ser,ser,cuando,6
plantear,solicitar,como,2
asegurar,disminuir,que,2
anunciar,apelar,que,3
acoger,sufrir,0,7
contribuir,ser,ya_que,7
ignorar,realizar,que,2
indicar,ser,que,7
precisar,ser,que,2
precisar,tratar,que,2
anunciar,proceder,que,3
contar,confirmar,si,6
anunciar,disponer,que,3
recordar,ser,que,2
aplaudir,decidir,que,3
prever,aumentar,que,3
prever,ser,que,3
prever,esperar,ya_que,7
esperar,incorporar,que,3
mantener,ver,ya_que,7
ser,trabajar,como,2
potenciar,descontar,ya_que,7
calificar,mostrar,aunque,6
pedir,dar,que,3
pedir,contratar,que,3
dar,llegar,cuando,6
haber,carecer,aunque,6
creer,ser,que,2
expulsar,llevar_a_cabo,si,6
proclamar,ser,que,7
decir,aducir,cuando,6
aducir,haber,que,2
aducir,ser,que,2
ser,estar,porque,6
cantar,condenar,cuando,6
ser,desembocar,que,3
ser,consistir,que,3
hacer,saber,0,7
hacer,intuir,0,7
subrayar,tener,que,2
tener,ser,0,3
adoptar,derrumbar,cuando,6
utilizar,enfocar,0,7
utilizar,ser,0,7
comprender,pasar,0,7
comprender,dejar,si,6
ver,producir,si,6
demostrar,ser,que,2
ser,conseguir,si,6
decir,tener,que,7
saber,firmar,que,2
saber,echar,que,2
saber,poner,que,2
querer,ser,que,3
estar,considerar,pues,7
considerar,ser,que,2
contar,querer,si,6
solicitar,creer,porque,6
solicitar,ejercer,0,6
recordar,beneficiar,que,2
añadir,estar,0,7
añadir,estar,0,7
creer,zanjar,que,3
ser,significar,0,7
ser,cantar,que,2
recordar,llevar_el_gato_al_agua,que,2
ir,preguntar,cuando,6
preguntar,gustar,si,6
ser,convencer,cuando,6
dar,gestar,cuando,6
pensar,estar,que,2
hacer,ser,como,2
esperar,hacer,que,3
pillar,enterar,cuando,6
tararear,tener,como,2
encontrar,considerar,si,6
faltar,poner,0,7
faltar,oír,0,7
faltar,hacer,0,7
creer,debilitar,que,2
creer,ganar,que,3
argumentar,ser,que,7
considerar,tener,que,2
considerar,beneficiar,que,2
considerar,ser,que,2
censurar,jugar,si,6
criticar,minimizar,que,3
minimizar,ganar,0,7
minimizar,merecer,porque,6
minimizar,tener,0,7
mejorar,recuperar,cuando,6
tener,derrotar,cuando,6
acoger,pensar,0,7
acoger,escoger,0,7
aceptar,empezar,que,3
ver,estar,cuando,6
demostrar,pesar,que,2
dejar,tener,0,7
recordar,sufrir,que,2
recordar,ser,que,2
recordar,impulsar,que,2
recordar,crecer,que,2
recordar,fijar,que,2
recordar,apoyar,tal_y_como,2
recordar,cumplir,que,3
ocupar,disponer,aunque,6
afirmar,adoptar,0,7
afirmar,actuar,0,7
evitar,ser,que,3
ser,jugar,que,2
decir,preocupar,que,7
declarar,ser,0,7
declarar,ser,0,7
pasar,castigar,si,6
pasar,perdonar,0,6
perdonar,perder,cuando,6
anunciar,movilizar,que,3
movilizar,garantizar,si,6
indicar,acabar,que,7
contemplar,ser,que,3
ser,temer,si,6
ser,hacer,porque,6
decir,haber,que,7
anunciar,temer,que,2
saber,haber,que,2
mostrar,saber,aunque,6
saber,estar,que,2
aceptar,construir,que,3
implicar,fusionar,que,3
continuar,perder,aunque,6
negar,estar,que,3
seguir,perder,si,6
justificar,estar,0,7
justificar,hablar,0,7
hablar,hacer,cuando,3
ser,haber,0,6
creer,influir,que,2
tener,señalar,si,6
decir,ser,0,7
decir,querer,0,7
añadir,percibir,que,2
percibir,estar,porque,6
pasar,pintar,cuando,6
saber,demostrar,como,2
quedar,volver,cuando,6
provocar,caer,que,3
quedar,presionar,cuando,6
demostrar,ser,que,2
demostrar,unir,porque,6
ser,enseñar,si,6
defender,burlar,cuando,6
pensar,reponer,que,2
conseguir,hablar,que,3
ser,pensar,0,7
ser,ir,que,3
ser,volver,0,7
quedar,merecer,como,2
creer,restaurar,que,2
poner,ser,aunque,7
sostener,equivocar,que,7
asegurar,ser,que,2
considerar,provocar,que,2
señalar,ser,que,7
sostener,tratar,que,7
subrayar,cambiar,que,2
descartar,tratar,que,3
descartar,seccionar,que,3
explicar,incautar,que,3
surgir,haber,cuando,6
intentar,ser,aunque,6
ser,depender,ya_que,7
actuar,quebrantar,cuando,6
relatar,adoptar,que,2
destacar,ser,que,2
hacer,ser,0,7
hacer,permitir,0,7
dar,dosificar,porque,6
dosificar,esperar,ya_que,7
ser,recuperar,si,6
ser,optar,si,6
optar,parecer,como,2
decir,tomar,que,7
pensar,estar,que,2
ser,conocer,0,7
ser,ser,0,7
ser,gustar,0,7
ser,jugar,0,7
ser,ser,0,7
advertir,ser,que,7
considerar,marginar,que,2
negar,cambiar,porque,6
faltar,ser,como,2
ser,ganar,como,2
decir,tener,que,7
asegurar,ser,que,2
asegurar,escoger,que,2
escoger,querer,porque,6
afirmar,gozar,0,7
afirmar,hacer,0,7
afirmar,mejorar,0,3
quejar,ser,como,2
quejar,emitir,0,7
quejar,llegar,pues,7
quejar,comentar,0,7
comentar,contar,que,3
decir,vender,que,7
hacer,ser,si,6
hacer,caer,que,3
suponer,disponer,que,2
ser,tener,porque,6
estar,sacudir,cuando,6
guardar,viajar,cuando,6
desmentir,recibir,que,3
desmentir,utilizar,que,3
desmentir,solicitar,que,3
desmentir,exigir,que,3
solicitar,visitar,cuando,6
pedir,ser,cuando,6
pedir,tratar,que,3
recordar,ser,que,2
aceptar,ofrecer,como,2
asegurar,reconocer,que,2
reconocer,exceder,que,2
esperar,llegar,que,3
confesar,tener,que,7
ser,parecer,aunque,6
parecer,morir,ya_que,7
explicar,ser,que,2
poner,durar,como,2
confirmar,estar,que,2
ser,tener,aunque,6
recordar,existir,que,2
ser,localizar,porque,6
topar,descender,cuando,6
pensar,hacer,que,2
añadir,negar,0,7
añadir,tener,0,7
tener,copular,cuando,6
ser,ser,0,7
notar,tocar,cuando,6
notar,tener,que,2
tener,tener,que,2
hacer,catalogar,si,6
sonreír,controlar,mientras,3
añadir,pensar,0,7
añadir,ser,que,2
añadir,saber,0,7
añadir,ser,0,7
saber,tener,que,2
saber,lanzar,si,6
creer,mantener,que,3
saber,tomar,que,3
decir,sentir,que,7
dar,servir,si,6
amar,vivir,aunque,6
ser,decir,porque,6
decir,tener,que,7
creer,pifiar,que,2
pedir,suministrar,que,3
reconocer,descartar,que,2
señalar,desplazar,que,3
reconocer,estar,que,2
decir,fiar,que,3
viajar,recibir,porque,6
recuperar,dar,aunque,6
decir,pagar,que,7
tener,anunciar,aunque,6
mantener,ser,mientras,3
mantener,descender,0,3
decir,pasar,0,7
decir,escribir,0,7
comentar,fallecer,que,3
fallecer,ser,si,6
reproducir,decir,0,7
reproducir,escribir,0,7
ser,cultivar,0,6
ser,inventar,0,6
decir,comprar,que,2
subastar,querer,si,6
agregar,depender,que,2
pedir,incorporar,que,3
pensar,deber,porque,6
decir,ser,que,7
heredar,hacer_cargo,cuando,6
producir,lesionar,cuando,6
producir,acudir,que,3
echar_mano,hacer,como,2
hacer,tomar,que,3
conquistar,vencer,si,6
vencer,tener,0,7
reconocer,dar,que,3
dar,ganar,si,6
estar,conocer,ya_que,7
admitir,necesitar,que,7
tener,llegar,si,6
tener,poner,0,7
tener,ganar,si,6
tener,consolar,0,7
llegar,suceder,como,2
sostener,tener,que,7
pensar,ser,porque,6
pensar,ser,0,6
asegurar,haber,0,7
asegurar,haber,0,7
ser,ser,mientras,3
ser,promocionar,a_pesar_de_que,2
explicar,proponer,que,2
afirmar,pedir,que,7
manifestar,sufrir,que,7
sufrir,desconocer,porque,6
agregar,saber,0,7
agregar,hacer,0,7
agregar,ser,0,7
decir,rodar,que,7
rodar,dar,porque,6
afirmar,ser,que,7
querer,ser,que,3
adelantar,rodar,que,3
adelantar,ser,0,7
adelantar,estar,0,7
adelantar,sentir,0,7
decir,figurar,que,7
ser,descartar,aunque,6
adelantar,poder,0,7
adelantar,esperar,que,2
confesar,recuperar,que,3
quedar,ser,0,7
quedar,inventar,0,7
alegrar,ser,porque,6
pensar,quedar,cuando,6
sonreír,escuchar,cuando,6
creer,ser,que,2
decir,gustar,que,7
saber,sufrir,que,2
saber,ceder,que,2
esperar,confirmar,que,3
ser,hacer,si,6
denunciar,cumplir,porque,6
pedir,afirmar,porque,6
afirmar,formar_parte,que,7
escuchar,interpretar,cuando,6
encontrar,poner,cuando,6
cantar,morir,mientras,3
convertir,pretender,aunque,6
estar,sumar,si,6
impedir,salir,que,3
negar,culminar,que,3
saber,continuar,si,6
provocar,ser,porque,6
provocar,tener,0,6
decidir,ser,que,2
ser,acabar,si,6
tener,terminar,si,6
saber,volcar,cuando,6
afirmar,ser,0,7
afirmar,complicar,0,7
complicar,poner,cuando,6
terminar,ganar,ya_que,7
terminar,empatar,0,7
terminar,encajar,0,7
cobrar,lamentar,aunque,6
recuperar,acercar,cuando,6
admirar,conocer,porque,6
echar,conseguir,porque,6
conseguir,pagar,que,3
pensar,estar,que,2
decir,demostrar,que,7
estar,señalar,tal_y_como,2
querer,conocer,pues,7
decir,ser,que,7
reconfortar,decir,porque,6
